molecule,prec,MPI,OMP,Nuclear,Coulomb dens,Coulomb pot,XC dens,XC pot,XCFun,Total Fock
alkane_006,5,02,02,1.40929e+01,6.60040e+00,3.40394e+01,5.63446e+00,6.48196e-01,1.71293e+01,7.85627e+01
alkane_006,5,02,04,7.02950e+00,3.48332e+00,1.70862e+01,2.88769e+00,3.52927e-01,8.51916e+00,3.96294e+01
alkane_006,5,02,08,3.52527e+00,1.97078e+00,9.02512e+00,1.55316e+00,1.98020e-01,4.28298e+00,2.07357e+01
alkane_006,5,02,16,1.79433e+00,1.23016e+00,5.20811e+00,9.15556e-01,1.39910e-01,2.14919e+00,1.15876e+01
alkane_006,5,02,32,9.44424e-01,1.72527e+00,7.44021e+00,1.47497e+00,1.69735e-01,1.65682e+00,1.36267e+01
alkane_006,5,04,01,2.83847e+01,1.10604e+01,6.94050e+01,2.44361e+01,1.63907e+00,3.86301e+01,1.74382e+02
alkane_006,5,04,02,1.42089e+01,5.59299e+00,4.65465e+01,4.47896e+00,8.94413e-01,1.95105e+01,9.18439e+01
alkane_006,5,04,04,7.02254e+00,3.25096e+00,2.54454e+01,2.28695e+00,5.61818e-01,1.05975e+01,4.95869e+01
alkane_006,5,04,08,3.56995e+00,1.95348e+00,1.40718e+01,1.46963e+00,3.40611e-01,4.96086e+00,2.66626e+01
alkane_006,5,04,16,1.80320e+00,1.47642e+00,8.52757e+00,8.83799e-01,1.92636e-01,2.34410e+00,1.54284e+01
alkane_006,5,04,32,9.72361e-01,1.16171e+00,6.75105e+00,8.61277e-01,1.83800e-01,1.55064e+00,1.17000e+01
alkane_006,5,08,01,2.82720e+01,7.32881e+00,8.40244e+01,5.36380e+00,1.71679e+00,3.92447e+01,1.66998e+02
alkane_006,5,08,02,1.40509e+01,4.43934e+00,4.26964e+01,3.04398e+00,8.68941e-01,1.90845e+01,8.48044e+01
alkane_006,5,08,04,7.02127e+00,2.54596e+00,2.22501e+01,1.63916e+00,4.92033e-01,9.57941e+00,4.39039e+01
alkane_006,5,08,08,3.53234e+00,1.67566e+00,1.10689e+01,9.93727e-01,2.84043e-01,4.96772e+00,2.27836e+01
alkane_006,5,08,16,1.79236e+00,1.46252e+00,8.28849e+00,8.57956e-01,1.95606e-01,2.39518e+00,1.52253e+01
alkane_006,5,08,32,9.78262e-01,1.34286e+00,6.56732e+00,7.11331e-01,1.84581e-01,1.63713e+00,1.16299e+01
alkane_006,5,16,01,2.80066e+01,9.99622e+00,8.19364e+01,4.46242e+00,1.59745e+00,3.81368e+01,1.65147e+02
alkane_006,5,16,02,1.40444e+01,5.70286e+00,4.35623e+01,2.79391e+00,7.85674e-01,1.80175e+01,8.55899e+01
alkane_006,5,16,04,7.07906e+00,4.17461e+00,2.17754e+01,1.73045e+00,4.51276e-01,9.28942e+00,4.48858e+01
alkane_006,5,16,08,3.54618e+00,3.08649e+00,1.09126e+01,1.32031e+00,2.67551e-01,4.58749e+00,2.39875e+01
alkane_006,5,16,16,1.83962e+00,2.52214e+00,6.77167e+00,1.01441e+00,1.88082e-01,2.33790e+00,1.48843e+01
alkane_006,5,16,32,9.37348e-01,2.66852e+00,6.50638e+00,1.17570e+00,1.86333e-01,1.47388e+00,1.31593e+01
alkane_006,6,01,01,5.42150e+01,4.73178e+01,1.47662e+02,4.11583e+01,1.87452e+00,5.42835e+01,3.47701e+02
alkane_006,6,01,02,2.92055e+01,2.45574e+01,7.62365e+01,2.14378e+01,9.58735e-01,2.81107e+01,1.81192e+02
alkane_006,6,01,04,1.37961e+01,1.30871e+01,3.76004e+01,1.16853e+01,5.92428e-01,1.36856e+01,9.08807e+01
alkane_006,6,01,08,7.02456e+00,7.06729e+00,1.95754e+01,5.84994e+00,2.79225e-01,6.87686e+00,4.69728e+01
alkane_006,6,01,16,3.52593e+00,3.92640e+00,1.08580e+01,3.29563e+00,2.06247e-01,3.50199e+00,2.55594e+01
alkane_006,6,01,32,1.77657e+00,2.58393e+00,6.73440e+00,2.12172e+00,1.43490e-01,1.81064e+00,1.53888e+01
alkane_006,6,02,01,5.40845e+01,2.53124e+01,1.46436e+02,2.16841e+01,1.97125e+00,5.44048e+01,3.05076e+02
alkane_006,6,02,02,2.74098e+01,1.32755e+01,7.44374e+01,1.12732e+01,9.85921e-01,2.73371e+01,1.55418e+02
alkane_006,6,02,04,1.36709e+01,6.93219e+00,3.74224e+01,5.79137e+00,5.46010e-01,1.37933e+01,7.85849e+01
alkane_006,6,02,08,6.80931e+00,3.84801e+00,1.94082e+01,3.06334e+00,3.00469e-01,6.82901e+00,4.05488e+01
alkane_006,6,02,16,3.43391e+00,2.58637e+00,1.09540e+01,1.77742e+00,1.94406e-01,3.44627e+00,2.26302e+01
alkane_006,6,04,01,5.54331e+01,1.93880e+01,1.87826e+02,1.78181e+01,2.49795e+00,5.69482e+01,3.41914e+02
alkane_006,6,04,02,2.73774e+01,9.78861e+00,9.54777e+01,1.09159e+01,1.40052e+00,2.90451e+01,1.74930e+02
alkane_006,6,04,04,1.37325e+01,5.81510e+00,4.98438e+01,4.77185e+00,7.50115e-01,1.46266e+01,9.01268e+01
alkane_006,6,04,08,7.14606e+00,3.67626e+00,2.85048e+01,2.59311e+00,4.22708e-01,7.80492e+00,5.05299e+01
alkane_006,6,04,16,3.54619e+00,2.52548e+00,1.73401e+01,1.84125e+00,2.64734e-01,4.26744e+00,3.01034e+01
alkane_006,6,04,32,1.85493e+00,2.37510e+00,1.34925e+01,2.67782e+00,2.61020e-01,2.35584e+00,2.33057e+01
alkane_006,6,08,01,5.48035e+01,1.44631e+01,1.64363e+02,1.56803e+01,2.43505e+00,5.57086e+01,3.09208e+02
alkane_006,6,08,02,2.73132e+01,1.26184e+01,9.06708e+01,9.64595e+00,1.25494e+00,2.80034e+01,1.70479e+02
alkane_006,6,08,04,1.37424e+01,5.38530e+00,4.59082e+01,2.79160e+00,7.40314e-01,1.51141e+01,8.42787e+01
alkane_006,6,08,08,6.85024e+00,3.58588e+00,2.59897e+01,2.24276e+00,4.25287e-01,8.63814e+00,4.81788e+01
alkane_006,6,08,16,3.51223e+00,2.60431e+00,1.60519e+01,1.48751e+00,2.98096e-01,4.01513e+00,2.83267e+01
alkane_006,6,08,32,1.80420e+00,2.44165e+00,1.35504e+01,1.44501e+00,2.67097e-01,2.42265e+00,2.22888e+01
alkane_006,6,16,01,5.59975e+01,1.81710e+01,1.60232e+02,8.26107e+00,2.33174e+00,5.59576e+01,3.02342e+02
alkane_006,6,16,02,2.72581e+01,1.19377e+01,8.32011e+01,5.12774e+00,1.26035e+00,3.13790e+01,1.61130e+02
alkane_006,6,16,04,1.36438e+01,7.37013e+00,4.77933e+01,2.85300e+00,6.58314e-01,1.52568e+01,8.82093e+01
alkane_006,6,16,08,6.88472e+00,5.51813e+00,2.35742e+01,1.97484e+00,4.53610e-01,7.65072e+00,4.65021e+01
alkane_006,6,16,16,3.50389e+00,4.59030e+00,1.42920e+01,1.61331e+00,3.08991e-01,3.99333e+00,2.86706e+01
alkane_006,6,16,32,1.82407e+00,4.94389e+00,1.48063e+01,1.64815e+00,2.41505e-01,2.42228e+00,2.62061e+01
alkane_008,4,04,01,1.40141e+01,3.93763e+00,3.26037e+01,2.99861e+00,9.22594e-01,2.24712e+01,7.74807e+01
alkane_008,4,04,02,6.97188e+00,2.14121e+00,1.65335e+01,1.59028e+00,5.18313e-01,1.13120e+01,3.94010e+01
alkane_008,4,04,04,3.78833e+00,1.64006e+00,9.00950e+00,1.02727e+00,3.51432e-01,6.04694e+00,2.21214e+01
alkane_008,4,04,08,1.75857e+00,9.84237e-01,4.77108e+00,6.24013e-01,2.08727e-01,2.99683e+00,1.15389e+01
alkane_008,4,04,16,8.95664e-01,5.84262e-01,2.56241e+00,3.77388e-01,1.53152e-01,1.45413e+00,6.18149e+00
alkane_008,4,04,32,4.80923e-01,5.34269e-01,1.51165e+00,2.86483e-01,1.27763e-01,7.32504e-01,3.81777e+00
alkane_008,4,08,01,1.43815e+01,3.66314e+00,3.28041e+01,2.27287e+00,9.11015e-01,2.26566e+01,7.72622e+01
alkane_008,4,08,02,7.00531e+00,2.15191e+00,1.65255e+01,1.99451e+00,5.06860e-01,1.13233e+01,3.98700e+01
alkane_008,4,08,04,3.50726e+00,1.45592e+00,8.62243e+00,8.27775e-01,3.03943e-01,5.71603e+00,2.06806e+01
alkane_008,4,08,08,1.74813e+00,1.00805e+00,4.45941e+00,5.29014e-01,1.89332e-01,2.85292e+00,1.09682e+01
alkane_008,4,08,16,8.91684e-01,8.73417e-01,2.59366e+00,7.50538e-01,1.34619e-01,1.43298e+00,6.81169e+00
alkane_008,4,08,32,4.79151e-01,6.94462e-01,1.52841e+00,3.41742e-01,1.30410e-01,7.30015e-01,4.05457e+00
alkane_008,4,16,01,1.40353e+01,5.63691e+00,3.32021e+01,2.55778e+00,9.19334e-01,2.26310e+01,7.95903e+01
alkane_008,4,16,02,6.95738e+00,3.56175e+00,1.67892e+01,1.46810e+00,5.10602e-01,1.13796e+01,4.10389e+01
alkane_008,4,16,04,3.57475e+00,2.55660e+00,8.45621e+00,1.39746e+00,2.96748e-01,5.70566e+00,2.22349e+01
alkane_008,4,16,08,1.75116e+00,2.04749e+00,4.43008e+00,1.62862e+00,1.93436e-01,2.91419e+00,1.31479e+01
alkane_008,4,16,16,8.97099e-01,1.66032e+00,2.54829e+00,6.61566e-01,1.42592e-01,1.43305e+00,7.49700e+00
alkane_008,4,16,32,4.89292e-01,1.63480e+00,1.51836e+00,6.21750e-01,1.20078e-01,7.35290e-01,5.25801e+00
alkane_008,5,04,01,4.24322e+01,1.26072e+01,9.40586e+01,2.17062e+01,2.09946e+00,4.75357e+01,2.21745e+02
alkane_008,5,04,02,2.11977e+01,7.87131e+00,4.93600e+01,1.10178e+01,1.11186e+00,2.39874e+01,1.15402e+02
alkane_008,5,04,04,1.07578e+01,4.89998e+00,2.86230e+01,4.23871e+00,8.62265e-01,1.41232e+01,6.41398e+01
alkane_008,5,04,08,5.39280e+00,3.29964e+00,1.60752e+01,2.51973e+00,3.96359e-01,6.29417e+00,3.43620e+01
alkane_008,5,04,16,2.74608e+00,2.07372e+00,1.22155e+01,1.78245e+00,3.26294e-01,4.37872e+00,2.38911e+01
alkane_008,5,04,32,1.41434e+00,2.07202e+00,9.57878e+00,1.46994e+00,2.65140e-01,2.38706e+00,1.75291e+01
alkane_008,5,08,01,4.47595e+01,1.16937e+01,1.07358e+02,8.39068e+00,2.28162e+00,5.10484e+01,2.27013e+02
alkane_008,5,08,02,2.12483e+01,5.97534e+00,5.09751e+01,4.24447e+00,1.24579e+00,2.46829e+01,1.09147e+02
alkane_008,5,08,04,1.07536e+01,3.20002e+00,2.16994e+01,5.87390e+00,5.18108e-01,1.11127e+01,5.35588e+01
alkane_008,5,08,08,5.38811e+00,2.18570e+00,1.11711e+01,3.39766e+00,3.54947e-01,5.82261e+00,2.86468e+01
alkane_008,5,08,16,2.70742e+00,2.12145e+00,1.03514e+01,1.27245e+00,2.48051e-01,2.87121e+00,1.98719e+01
alkane_008,5,08,32,1.44872e+00,2.04698e+00,9.15714e+00,1.10930e+00,2.56846e-01,2.07527e+00,1.64004e+01
alkane_008,5,16,01,4.31064e+01,1.35846e+01,1.06543e+02,7.72922e+00,2.20715e+00,4.70813e+01,2.21676e+02
alkane_008,5,16,02,2.13781e+01,8.49837e+00,5.65574e+01,4.40327e+00,1.15282e+00,2.50902e+01,1.17983e+02
alkane_008,5,16,04,1.08012e+01,5.57874e+00,2.78214e+01,2.71476e+00,6.03032e-01,1.21518e+01,6.02090e+01
alkane_008,5,16,08,5.35193e+00,4.68060e+00,1.46889e+01,1.88461e+00,3.85206e-01,6.04543e+00,3.34218e+01
alkane_008,5,16,16,2.74159e+00,3.53853e+00,8.78172e+00,1.44617e+00,2.32338e-01,3.19353e+00,2.02482e+01
alkane_008,5,16,32,1.40163e+00,3.62947e+00,8.13184e+00,1.62274e+00,1.96662e-01,1.77538e+00,1.69967e+01
alkane_008,6,04,01,8.59689e+01,2.56952e+01,2.37271e+02,2.48917e+01,3.50483e+00,8.31734e+01,4.62561e+02
alkane_008,6,04,02,4.39147e+01,1.44624e+01,1.29902e+02,1.45860e+01,1.79362e+00,4.03509e+01,2.46269e+02
alkane_008,6,04,04,2.18076e+01,8.27499e+00,6.87225e+01,7.82048e+00,9.13835e-01,2.03095e+01,1.28698e+02
alkane_008,6,04,08,1.11195e+01,4.60088e+00,3.50518e+01,4.40796e+00,5.39382e-01,9.41302e+00,6.58830e+01
alkane_008,6,04,16,5.46768e+00,3.47816e+00,2.34381e+01,2.73322e+00,3.84258e-01,6.02502e+00,4.19773e+01
alkane_008,6,04,32,2.79964e+00,3.26788e+00,1.99532e+01,2.43564e+00,3.05680e-01,3.01497e+00,3.21968e+01
alkane_008,6,08,01,8.67762e+01,2.29143e+01,2.28735e+02,1.73506e+01,3.17924e+00,8.10082e+01,4.42315e+02
alkane_008,6,08,02,4.43831e+01,1.32621e+01,1.26974e+02,1.04895e+01,1.74108e+00,3.41970e+01,2.32409e+02
alkane_008,6,08,04,2.21214e+01,7.24432e+00,6.65051e+01,4.88760e+00,8.45428e-01,1.91264e+01,1.21526e+02
alkane_008,6,08,08,1.08106e+01,4.66282e+00,3.55391e+01,2.93284e+00,5.25077e-01,9.52738e+00,6.46381e+01
alkane_008,6,08,16,5.47647e+00,3.78631e+00,2.24588e+01,2.18434e+00,4.13127e-01,4.49035e+00,3.93239e+01
alkane_008,6,08,32,2.82889e+00,3.35685e+00,1.85631e+01,1.83657e+00,3.19371e-01,3.05977e+00,3.04096e+01
alkane_008,6,16,01,8.77543e+01,2.79235e+01,2.08395e+02,1.15921e+01,2.90564e+00,8.04654e+01,4.21303e+02
alkane_008,6,16,02,4.43491e+01,1.68038e+01,1.13217e+02,7.91694e+00,1.58030e+00,3.49058e+01,2.20141e+02
alkane_008,6,16,04,2.17526e+01,1.00667e+01,6.21945e+01,4.09568e+00,9.28073e-01,1.95126e+01,1.19372e+02
alkane_008,6,16,08,1.08396e+01,7.78563e+00,3.47274e+01,3.00968e+00,6.08029e-01,1.07235e+01,6.83159e+01
alkane_008,6,16,16,5.47458e+00,6.37038e+00,2.03618e+01,2.33651e+00,3.52795e-01,4.42572e+00,3.98033e+01
alkane_008,6,16,32,2.82171e+00,6.11089e+00,1.95256e+01,2.52260e+00,3.43315e-01,3.27081e+00,3.51175e+01
alkane_010,4,04,01,2.02832e+01,5.72075e+00,3.82648e+01,3.82060e+00,1.25836e+00,2.91091e+01,9.91325e+01
alkane_010,4,04,02,1.01064e+01,2.74232e+00,1.92618e+01,2.31716e+00,6.56635e-01,1.44071e+01,4.99094e+01
alkane_010,4,04,04,5.03550e+00,1.95207e+00,9.92327e+00,1.37605e+00,3.94675e-01,7.37740e+00,2.63825e+01
alkane_010,4,04,08,2.60675e+00,1.13922e+00,5.41913e+00,9.75909e-01,2.52830e-01,3.66487e+00,1.42829e+01
alkane_010,4,04,16,1.29231e+00,9.68106e-01,2.89996e+00,5.00037e-01,1.95457e-01,1.85307e+00,7.90868e+00
alkane_010,4,04,32,6.72830e-01,8.91482e-01,1.74012e+00,3.66220e-01,1.59825e-01,9.23110e-01,4.92410e+00
alkane_010,4,08,01,2.00988e+01,4.57942e+00,3.80798e+01,2.80906e+00,1.15966e+00,2.90044e+01,9.64394e+01
alkane_010,4,08,02,1.01286e+01,2.75147e+00,1.93059e+01,1.89973e+00,6.47801e-01,1.45500e+01,4.96964e+01
alkane_010,4,08,04,5.06444e+00,1.83914e+00,9.69042e+00,1.02759e+00,3.85927e-01,7.32219e+00,2.56117e+01
alkane_010,4,08,08,2.54394e+00,1.25982e+00,5.06412e+00,6.67820e-01,2.43797e-01,3.66310e+00,1.36627e+01
alkane_010,4,08,16,1.33800e+00,1.88424e+00,2.88757e+00,5.27771e-01,1.58675e-01,1.82324e+00,8.78178e+00
alkane_010,4,08,32,6.64981e-01,8.75904e-01,1.68863e+00,4.82060e-01,1.40183e-01,9.32922e-01,4.95261e+00
alkane_010,4,16,01,2.06365e+01,6.67388e+00,3.84816e+01,3.31277e+00,1.17278e+00,2.90227e+01,1.00064e+02
alkane_010,4,16,02,1.02160e+01,4.26703e+00,1.95057e+01,1.78958e+00,6.35229e-01,1.44756e+01,5.13344e+01
alkane_010,4,16,04,5.31158e+00,3.06390e+00,9.93728e+00,1.34718e+00,3.59814e-01,7.28296e+00,2.75899e+01
alkane_010,4,16,08,2.55311e+00,2.47399e+00,5.12415e+00,1.03640e+00,2.38903e-01,3.75566e+00,1.53980e+01
alkane_010,4,16,16,1.27993e+00,2.05475e+00,2.85552e+00,8.30092e-01,1.80021e-01,1.87455e+00,9.24746e+00
alkane_010,4,16,32,6.63553e-01,2.15114e+00,1.80393e+00,8.87525e-01,1.43443e-01,9.39707e-01,6.77746e+00
alkane_010,4,32,01,2.02948e+01,2.05199e+01,3.82110e+01,1.66538e+01,1.14542e+00,2.88801e+01,1.26446e+02
alkane_010,4,32,02,1.01610e+01,8.29310e+00,1.96340e+01,2.96750e+00,6.33480e-01,1.46077e+01,5.67405e+01
alkane_010,4,32,04,5.09293e+00,6.06863e+00,1.00151e+01,2.17221e+00,3.64820e-01,7.40000e+00,3.14063e+01
alkane_010,4,32,08,2.59639e+00,4.88619e+00,5.19447e+00,1.74527e+00,2.29017e-01,3.64863e+00,1.85097e+01
alkane_010,4,32,16,1.28024e+00,4.24159e+00,2.83650e+00,1.51774e+00,1.59685e-01,1.83638e+00,1.20440e+01
alkane_010,4,32,32,6.70501e-01,4.05376e+00,1.81904e+00,1.47260e+00,1.42627e-01,9.35700e-01,9.26018e+00
alkane_010,5,04,01,6.39031e+01,2.11190e+01,1.64479e+02,2.12294e+01,3.59311e+00,7.48084e+01,3.51271e+02
alkane_010,5,04,02,3.23409e+01,1.07895e+01,6.60775e+01,1.19979e+01,1.18669e+00,2.81946e+01,1.51315e+02
alkane_010,5,04,04,1.59619e+01,6.81337e+00,4.28482e+01,6.29966e+00,1.25837e+00,2.04927e+01,9.45217e+01
alkane_010,5,04,08,7.94379e+00,3.32626e+00,1.45170e+01,7.45846e+00,4.58528e-01,7.25435e+00,4.13506e+01
alkane_010,5,04,16,4.04328e+00,3.04067e+00,1.63001e+01,2.72536e+00,4.19650e-01,5.60478e+00,3.25656e+01
alkane_010,5,04,32,2.13129e+00,2.19520e+00,9.36201e+00,3.25395e+00,2.82096e-01,2.41608e+00,1.99491e+01
alkane_010,5,08,01,6.35564e+01,1.37263e+01,1.03727e+02,2.99489e+01,2.94390e+00,6.46138e+01,2.80346e+02
alkane_010,5,08,02,3.25153e+01,1.08625e+01,9.02693e+01,8.23317e+00,1.91344e+00,3.67747e+01,1.81909e+02
alkane_010,5,08,04,1.58452e+01,5.62960e+00,4.01197e+01,3.99288e+00,9.59826e-01,1.75540e+01,8.48924e+01
alkane_010,5,08,08,7.93425e+00,3.13221e+00,1.85642e+01,2.06801e+00,5.31456e-01,8.18647e+00,4.09272e+01
alkane_010,5,08,16,4.03879e+00,2.48948e+00,9.18500e+00,3.79242e+00,3.63243e-01,4.96616e+00,2.52467e+01
alkane_010,5,08,32,2.11556e+00,2.32343e+00,9.09017e+00,2.95971e+00,3.19235e-01,2.73011e+00,1.99390e+01
alkane_010,5,16,01,6.37807e+01,1.68703e+01,1.68793e+02,8.86491e+00,3.03815e+00,6.66252e+01,3.30014e+02
alkane_010,5,16,02,3.26683e+01,1.47325e+01,7.27280e+01,5.82285e+00,1.58489e+00,3.12173e+01,1.59872e+02
alkane_010,5,16,04,1.58949e+01,7.65871e+00,3.94205e+01,3.24842e+00,7.92095e-01,1.56927e+01,8.34052e+01
alkane_010,5,16,08,7.94364e+00,5.46925e+00,1.73922e+01,2.56609e+00,5.11586e-01,7.92322e+00,4.23037e+01
alkane_010,5,16,16,4.17661e+00,4.66089e+00,1.08785e+01,1.80923e+00,3.71018e-01,5.07714e+00,2.73967e+01
alkane_010,5,16,32,2.07441e+00,4.03766e+00,1.10252e+01,1.81536e+00,3.06288e-01,2.88096e+00,2.26493e+01
alkane_010,5,32,01,6.30869e+01,3.57892e+01,1.45312e+02,1.18318e+01,2.73745e+00,6.14375e+01,3.21978e+02
alkane_010,5,32,02,3.15181e+01,2.03998e+01,8.67009e+01,9.06347e+00,1.67713e+00,3.53456e+01,1.85816e+02
alkane_010,5,32,04,1.58999e+01,1.43100e+01,3.49542e+01,5.01085e+00,8.05391e-01,1.54735e+01,8.71246e+01
alkane_010,5,32,08,8.18697e+00,1.00608e+01,1.77907e+01,3.60538e+00,4.89387e-01,8.03032e+00,4.86736e+01
alkane_010,5,32,16,4.02880e+00,8.41840e+00,1.12616e+01,3.01954e+00,3.42253e-01,4.27921e+00,3.17541e+01
alkane_010,5,32,32,2.10693e+00,8.66392e+00,1.12057e+01,3.26400e+00,2.91651e-01,2.95823e+00,2.88371e+01
alkane_010,6,04,01,1.35041e+02,3.28789e+01,3.23455e+02,3.82132e+01,4.35347e+00,1.03680e+02,6.40721e+02
alkane_010,6,04,02,6.44206e+01,1.82959e+01,1.68482e+02,1.97575e+01,2.10459e+00,5.10197e+01,3.25686e+02
alkane_010,6,04,04,3.21640e+01,1.31847e+01,8.34996e+01,1.08229e+01,1.28860e+00,2.51799e+01,1.67130e+02
alkane_010,6,04,08,1.61218e+01,5.90931e+00,4.56919e+01,5.57324e+00,6.99320e-01,1.34912e+01,8.82012e+01
alkane_010,6,04,16,8.15036e+00,4.73915e+00,2.99448e+01,4.16063e+00,4.79828e-01,6.42829e+00,5.45183e+01
alkane_010,6,04,32,4.20347e+00,4.49472e+00,2.39860e+01,3.55492e+00,4.23204e-01,3.97132e+00,4.12298e+01
alkane_010,6,08,01,1.31418e+02,2.85526e+01,2.99617e+02,2.45448e+01,4.30243e+00,9.14181e+01,5.82732e+02
alkane_010,6,08,02,6.47666e+01,1.67114e+01,1.64481e+02,1.30735e+01,2.18989e+00,5.12992e+01,3.14401e+02
alkane_010,6,08,04,3.25026e+01,9.14654e+00,8.45180e+01,6.63087e+00,1.21181e+00,2.24967e+01,1.57552e+02
alkane_010,6,08,08,1.61823e+01,5.95140e+00,4.87815e+01,4.11790e+00,6.69513e-01,1.11864e+01,8.76700e+01
alkane_010,6,08,16,8.35830e+00,4.89255e+00,2.45880e+01,2.59590e+00,4.56505e-01,6.24026e+00,4.77749e+01
alkane_010,6,08,32,4.28202e+00,4.69052e+00,2.41073e+01,2.51385e+00,4.80754e-01,3.77234e+00,4.05321e+01
alkane_010,6,16,01,1.33429e+02,3.24362e+01,2.52979e+02,2.08029e+01,4.20781e+00,9.39849e+01,5.40611e+02
alkane_010,6,16,02,6.75288e+01,2.08345e+01,1.38212e+02,1.49254e+01,2.14467e+00,5.03035e+01,2.95440e+02
alkane_010,6,16,04,3.21274e+01,1.24890e+01,8.21333e+01,5.57899e+00,1.22647e+00,2.18385e+01,1.56496e+02
alkane_010,6,16,08,1.61653e+01,9.54144e+00,4.20372e+01,3.96730e+00,7.40881e-01,1.09547e+01,8.42865e+01
alkane_010,6,16,16,8.22501e+00,7.84972e+00,2.45804e+01,2.67049e+00,4.84252e-01,6.34172e+00,5.08267e+01
alkane_010,6,16,32,4.29454e+00,7.71023e+00,2.51601e+01,2.70414e+00,4.66147e-01,4.13103e+00,4.51289e+01
alkane_010,6,32,01,1.29940e+02,6.11367e+01,2.45565e+02,2.03517e+01,4.04711e+00,8.50798e+01,5.48699e+02
alkane_010,6,32,02,6.65402e+01,3.91176e+01,1.33487e+02,1.27582e+01,2.17625e+00,4.73501e+01,3.03187e+02
alkane_010,6,32,04,3.23558e+01,2.59243e+01,7.56372e+01,6.41925e+00,1.00135e+00,2.19530e+01,1.64323e+02
alkane_010,6,32,08,1.62266e+01,2.10884e+01,4.23784e+01,5.53336e+00,7.40558e-01,1.10681e+01,9.78518e+01
alkane_010,6,32,16,8.17674e+00,1.74251e+01,2.24259e+01,4.26071e+00,4.00196e-01,5.53564e+00,5.88352e+01
alkane_010,6,32,32,4.17688e+00,1.75129e+01,2.41190e+01,4.49619e+00,3.55483e-01,3.96710e+00,5.51517e+01
alkane_020,4,04,01,7.33658e+01,1.21990e+01,7.04598e+01,1.05528e+01,2.14176e+00,5.46493e+01,2.24701e+02
alkane_020,4,04,02,3.73434e+01,6.41774e+00,3.53460e+01,4.50027e+00,1.09259e+00,2.69509e+01,1.12394e+02
alkane_020,4,04,04,1.90392e+01,4.54656e+00,1.84787e+01,2.69886e+00,7.64065e-01,1.42176e+01,6.03514e+01
alkane_020,4,04,08,9.38289e+00,2.85288e+00,9.27025e+00,2.13539e+00,4.59604e-01,7.10278e+00,3.16475e+01
alkane_020,4,04,16,4.69661e+00,2.01873e+00,4.95381e+00,1.16977e+00,3.09772e-01,3.44752e+00,1.69830e+01
alkane_020,4,04,32,2.37175e+00,2.05408e+00,2.85974e+00,8.62810e-01,2.77457e-01,1.78662e+00,1.05394e+01
alkane_020,4,08,01,7.28794e+01,9.94306e+00,6.97336e+01,5.45274e+00,2.18092e+00,5.39478e+01,2.15441e+02
alkane_020,4,08,02,3.64757e+01,6.91437e+00,3.53601e+01,3.07828e+00,1.20827e+00,2.69417e+01,1.10808e+02
alkane_020,4,08,04,1.82167e+01,4.02639e+00,1.77588e+01,2.69883e+00,7.03652e-01,1.35545e+01,5.75233e+01
alkane_020,4,08,08,9.24292e+00,2.77284e+00,9.06657e+00,1.27367e+00,4.46870e-01,6.77875e+00,3.00149e+01
alkane_020,4,08,16,4.59862e+00,2.29484e+00,4.87089e+00,1.00390e+00,2.94486e-01,3.39294e+00,1.67695e+01
alkane_020,4,08,32,2.34452e+00,2.14240e+00,2.79988e+00,9.25491e-01,2.48020e-01,1.70806e+00,1.04612e+01
alkane_020,4,16,01,7.31587e+01,1.36915e+01,6.99436e+01,5.93105e+00,2.28149e+00,5.43531e+01,2.20779e+02
alkane_020,4,16,02,3.65755e+01,8.58180e+00,3.52427e+01,3.47441e+00,1.17265e+00,2.69947e+01,1.12911e+02
alkane_020,4,16,04,1.89639e+01,6.12984e+00,1.85691e+01,2.40053e+00,6.74447e-01,1.36729e+01,6.09545e+01
alkane_020,4,16,08,9.15903e+00,4.75884e+00,9.16527e+00,1.85562e+00,4.86947e-01,6.79696e+00,3.26116e+01
alkane_020,4,16,16,4.60856e+00,3.99833e+00,4.88275e+00,1.48367e+00,2.96272e-01,3.40132e+00,1.89971e+01
alkane_020,4,16,32,2.37226e+00,4.01287e+00,2.80993e+00,1.31306e+00,2.61967e-01,1.74287e+00,1.28717e+01
alkane_020,4,32,01,7.32955e+01,4.71268e+01,7.02842e+01,3.76500e+01,2.21391e+00,5.38829e+01,2.85865e+02
alkane_020,4,32,02,3.70923e+01,1.73669e+01,3.60996e+01,5.33604e+00,1.18114e+00,2.71002e+01,1.25023e+02
alkane_020,4,32,04,1.83780e+01,1.23710e+01,1.80062e+01,4.33688e+00,6.72327e-01,1.36019e+01,6.79188e+01
alkane_020,4,32,08,9.25349e+00,1.04524e+01,9.16993e+00,3.18443e+00,4.17619e-01,6.79523e+00,3.96786e+01
alkane_020,4,32,16,4.66963e+00,8.65102e+00,4.96056e+00,2.72054e+00,2.97429e-01,3.40960e+00,2.50668e+01
alkane_020,4,32,32,2.39292e+00,1.42513e+01,3.08970e+00,2.63178e+00,2.61443e-01,1.81345e+00,2.47725e+01
alkane_020,5,04,01,2.17323e+02,5.23596e+01,1.98280e+02,1.72097e+02,5.18669e+00,1.22648e+02,7.71350e+02
alkane_020,5,04,02,1.07713e+02,2.51651e+01,1.66353e+02,1.89166e+01,2.15606e+00,5.11684e+01,3.72919e+02
alkane_020,5,04,04,5.41673e+01,1.55461e+01,1.04990e+02,1.22970e+01,1.47231e+00,2.59877e+01,2.15607e+02
