molecule,prec,MPI,OMP,Nuclear,Coulomb dens,Coulomb pot,XC dens,XC pot,XCFun,Total Fock
alkane_020,5,04,08,2.71434e+01,8.32143e+00,6.97866e+01,1.39581e+01,1.52513e+00,1.86367e+01,1.40697e+02
alkane_020,5,04,16,1.36863e+01,7.56855e+00,3.26074e+01,1.06892e+01,9.64625e-01,9.15109e+00,7.56681e+01
alkane_020,5,04,32,7.14804e+00,6.64075e+00,2.70349e+01,7.10535e+00,7.60879e-01,6.74646e+00,5.63230e+01
alkane_020,5,08,01,2.27388e+02,3.35121e+01,3.18516e+02,2.67824e+01,6.33548e+00,1.31006e+02,7.47525e+02
alkane_020,5,08,02,1.07590e+02,1.92520e+01,1.55960e+02,3.14425e+01,3.37788e+00,6.57220e+01,3.85708e+02
alkane_020,5,08,04,5.39229e+01,1.09615e+01,7.02164e+01,1.43607e+01,1.72502e+00,3.07662e+01,1.83388e+02
alkane_020,5,08,08,2.78419e+01,8.09759e+00,4.54870e+01,1.36855e+01,1.15291e+00,1.75338e+01,1.14891e+02
alkane_020,5,08,16,1.40288e+01,6.58956e+00,4.34550e+01,5.69001e+00,8.78209e-01,8.78119e+00,8.03633e+01
alkane_020,5,08,32,7.08245e+00,6.76388e+00,2.69764e+01,3.46234e+00,7.12798e-01,6.68553e+00,5.25438e+01
alkane_020,5,16,01,2.33285e+02,4.12704e+01,3.54104e+02,1.72674e+01,4.84976e+00,1.11890e+02,7.65830e+02
alkane_020,5,16,02,1.09745e+02,2.56648e+01,1.72331e+02,1.21332e+01,3.37290e+00,6.43837e+01,3.90078e+02
alkane_020,5,16,04,5.37437e+01,1.43857e+01,7.99458e+01,6.06328e+00,1.65493e+00,3.00936e+01,1.87341e+02
alkane_020,5,16,08,2.71434e+01,1.22174e+01,4.78038e+01,7.29618e+00,1.06805e+00,1.78561e+01,1.14461e+02
alkane_020,5,16,16,1.35628e+01,1.09205e+01,4.46618e+01,5.46922e+00,9.09715e-01,9.24275e+00,8.58261e+01
alkane_020,5,16,32,6.97088e+00,1.01400e+01,2.37669e+01,4.60568e+00,5.83861e-01,6.27538e+00,5.31386e+01
alkane_020,5,32,01,2.16044e+02,7.41947e+01,2.76509e+02,5.23459e+01,6.35328e+00,1.33587e+02,7.63337e+02
alkane_020,5,32,02,1.09137e+02,4.18424e+01,1.35915e+02,3.65978e+01,3.24326e+00,6.34086e+01,3.92457e+02
alkane_020,5,32,04,5.39486e+01,2.94956e+01,7.84810e+01,8.69625e+00,1.67913e+00,3.03931e+01,2.04118e+02
alkane_020,5,32,08,2.74240e+01,2.71579e+01,4.42709e+01,1.88145e+01,1.10405e+00,1.81561e+01,1.38069e+02
alkane_020,5,32,16,1.36268e+01,2.46821e+01,4.56287e+01,7.17714e+00,8.06082e-01,8.95844e+00,1.01841e+02
alkane_020,5,32,32,6.98863e+00,2.46745e+01,2.81228e+01,6.00976e+00,6.49817e-01,6.54102e+00,7.38122e+01
alkane_030,4,04,01,1.47919e+02,2.31503e+01,1.05294e+02,1.46078e+01,3.07715e+00,8.30415e+01,3.78890e+02
alkane_030,4,04,02,7.37879e+01,1.09485e+01,5.22872e+01,7.03198e+00,1.66219e+00,4.12761e+01,1.88115e+02
alkane_030,4,04,04,3.78284e+01,8.42961e+00,2.69415e+01,5.58810e+00,1.16430e+00,2.10914e+01,1.01858e+02
alkane_030,4,04,08,1.82636e+01,5.05764e+00,1.36665e+01,2.93646e+00,7.35642e-01,1.05593e+01,5.18941e+01
alkane_030,4,04,16,9.13904e+00,3.66870e+00,7.08498e+00,1.78050e+00,4.58471e-01,5.29374e+00,2.79662e+01
alkane_030,4,04,32,4.63833e+00,3.22581e+00,3.86523e+00,1.40680e+00,3.61574e-01,2.64422e+00,1.66462e+01
alkane_030,4,08,01,1.51093e+02,1.68403e+01,1.04534e+02,1.06504e+01,3.39488e+00,8.25884e+01,3.71055e+02
alkane_030,4,08,02,7.36631e+01,9.95486e+00,5.26964e+01,5.20321e+00,1.67684e+00,4.14090e+01,1.85735e+02
alkane_030,4,08,04,3.65825e+01,6.49472e+00,2.66272e+01,3.18332e+00,1.01314e+00,2.07532e+01,9.54368e+01
alkane_030,4,08,08,1.82201e+01,4.78336e+00,1.35280e+01,2.17925e+00,6.78245e-01,1.02985e+01,5.03198e+01
alkane_030,4,08,16,9.19270e+00,3.86409e+00,7.43447e+00,1.69883e+00,4.30033e-01,5.15108e+00,2.82736e+01
alkane_030,4,08,32,4.64935e+00,3.65799e+00,3.85757e+00,1.36774e+00,3.76702e-01,2.62837e+00,1.70572e+01
alkane_030,4,16,01,1.45478e+02,3.19594e+01,1.06600e+02,1.24313e+01,3.38798e+00,8.39124e+01,3.85888e+02
alkane_030,4,16,02,7.48624e+01,2.31466e+01,5.29462e+01,6.35334e+00,1.86381e+00,4.16256e+01,2.02031e+02
alkane_030,4,16,04,3.70584e+01,9.73874e+00,2.65342e+01,4.77555e+00,1.02931e+00,2.07007e+01,1.00639e+02
alkane_030,4,16,08,1.83262e+01,7.70998e+00,1.35382e+01,2.98679e+00,6.42459e-01,1.06410e+01,5.44357e+01
alkane_030,4,16,16,9.30452e+00,6.24436e+00,7.01350e+00,2.36702e+00,4.50471e-01,5.23158e+00,3.11026e+01
alkane_030,4,16,32,4.65317e+00,6.12899e+00,3.91129e+00,2.07813e+00,3.74244e-01,2.61935e+00,2.02321e+01
alkane_030,4,32,01,1.46663e+02,5.73952e+01,1.03982e+02,2.82428e+01,3.42194e+00,8.21901e+01,4.23994e+02
alkane_030,4,32,02,7.33422e+01,2.83159e+01,5.22515e+01,8.99406e+00,1.79059e+00,4.12157e+01,2.07207e+02
alkane_030,4,32,04,3.63856e+01,1.97493e+01,2.65753e+01,5.94542e+00,1.02200e+00,2.06840e+01,1.11215e+02
alkane_030,4,32,08,1.83450e+01,1.81277e+01,1.34572e+01,4.90264e+00,6.37336e-01,1.03664e+01,6.64725e+01
alkane_030,4,32,16,9.31009e+00,1.41460e+01,7.03077e+00,4.31103e+00,4.48926e-01,5.19922e+00,4.09650e+01
alkane_030,4,32,32,4.63642e+00,1.41805e+01,3.85250e+00,4.18876e+00,3.75840e-01,2.62942e+00,3.03662e+01
alkane_040,4,04,01,2.59312e+02,3.05671e+01,1.36803e+02,1.91696e+01,3.94895e+00,1.12575e+02,5.64796e+02
alkane_040,4,04,02,1.22378e+02,1.69084e+01,6.85039e+01,1.06678e+01,2.28028e+00,5.58557e+01,2.78100e+02
alkane_040,4,04,04,6.08569e+01,1.08637e+01,3.52319e+01,6.63395e+00,1.49679e+00,2.83509e+01,1.44625e+02
alkane_040,4,04,08,3.04863e+01,7.23891e+00,1.80132e+01,3.90662e+00,1.01868e+00,1.43989e+01,7.60386e+01
alkane_040,4,04,16,1.52009e+01,5.22648e+00,9.24996e+00,2.73254e+00,6.56680e-01,7.10027e+00,4.09615e+01
alkane_040,4,04,32,7.80368e+00,4.28479e+00,5.01609e+00,2.05637e+00,5.06479e-01,3.55376e+00,2.38673e+01
alkane_040,4,08,01,2.42040e+02,3.64620e+01,1.35269e+02,1.25410e+01,4.45340e+00,1.11329e+02,5.44490e+02
alkane_040,4,08,02,1.20796e+02,1.49715e+01,6.79342e+01,7.20626e+00,2.55167e+00,5.60515e+01,2.71118e+02
alkane_040,4,08,04,6.09045e+01,9.40034e+00,3.51159e+01,4.49328e+00,1.46951e+00,2.80730e+01,1.40601e+02
alkane_040,4,08,08,3.07211e+01,6.93414e+00,1.73612e+01,3.06106e+00,8.46677e-01,1.39755e+01,7.37050e+01
alkane_040,4,08,16,1.53226e+01,5.78153e+00,9.43212e+00,2.42841e+00,5.86752e-01,7.14605e+00,4.14597e+01
alkane_040,4,08,32,7.73849e+00,5.64190e+00,4.85538e+00,2.22663e+00,5.22363e-01,3.56122e+00,2.52190e+01
alkane_040,4,16,01,2.46641e+02,3.06633e+01,1.36675e+02,1.79899e+01,4.69542e+00,1.11599e+02,5.50968e+02
alkane_040,4,16,02,1.21825e+02,3.18709e+01,6.76375e+01,1.07466e+01,2.48840e+00,5.57806e+01,2.91942e+02
alkane_040,4,16,04,6.04531e+01,1.38549e+01,3.42472e+01,5.02261e+00,1.37249e+00,2.79971e+01,1.44020e+02
alkane_040,4,16,08,3.07002e+01,1.03391e+01,1.76538e+01,3.92196e+00,8.52645e-01,1.40180e+01,7.82757e+01
alkane_040,4,16,16,1.53625e+01,9.57886e+00,9.02363e+00,3.47659e+00,6.04870e-01,7.00833e+00,4.57197e+01
alkane_040,4,16,32,7.68672e+00,9.09739e+00,4.83789e+00,3.03072e+00,5.10656e-01,3.55802e+00,2.94226e+01
alkane_040,4,32,01,2.44024e+02,5.64230e+01,1.34874e+02,1.75711e+01,4.51823e+00,1.11693e+02,5.72019e+02
alkane_040,4,32,02,1.22738e+02,3.77918e+01,6.88799e+01,1.25372e+01,2.43993e+00,5.64936e+01,3.02618e+02
alkane_040,4,32,04,6.04327e+01,2.52878e+01,3.41128e+01,8.90384e+00,1.36938e+00,2.81105e+01,1.59363e+02
alkane_040,4,32,08,3.03201e+01,2.05589e+01,1.74421e+01,6.41334e+00,9.53805e-01,1.40182e+01,9.05531e+01
alkane_040,4,32,16,1.52027e+01,1.82487e+01,8.92941e+00,5.65531e+00,6.05565e-01,7.00353e+00,5.63388e+01
alkane_040,4,32,32,7.69511e+00,1.92501e+01,4.86877e+00,5.36862e+00,5.06416e-01,3.54335e+00,4.19477e+01
