molecule,prec,MPI,OMP,Push back,Setup linear system,Solve linear system,Expand solution,Total KAIN
ch4_008,4,16,04,8.01125e-03,1.58238e-01,8.09900e-06,2.43099e-01,4.09453e-01
ch4_008,4,16,08,8.83278e-03,1.30567e-01,8.52000e-06,1.96286e-01,3.35805e-01
ch4_008,4,16,16,8.01186e-03,1.08634e-01,1.68830e-05,1.51769e-01,2.68537e-01
ch4_008,4,16,32,1.82787e-01,1.32894e-01,2.44040e-05,1.30920e-01,4.46762e-01
ch4_008,5,04,01,9.09321e-02,5.12351e+00,1.50950e-05,8.87029e+00,1.40849e+01
ch4_008,5,04,02,1.04786e-01,2.94243e+00,1.48830e-05,4.80899e+00,7.85633e+00
ch4_008,5,04,04,2.97599e-01,2.24032e+00,2.16570e-05,3.19244e+00,5.73051e+00
ch4_008,5,04,08,2.89028e-01,1.56452e+00,1.56840e-05,1.74696e+00,3.60065e+00
ch4_008,5,04,16,3.55498e-01,1.31694e+00,1.83400e-05,1.51561e+00,3.18819e+00
ch4_008,5,04,32,3.43249e-01,1.25209e+00,2.00530e-05,1.17500e+00,2.77050e+00
ch4_008,5,08,01,8.79746e-02,3.01737e+00,1.46760e-05,5.41456e+00,8.52003e+00
ch4_008,5,08,02,1.00438e-01,2.07004e+00,8.27700e-06,3.36025e+00,5.53086e+00
ch4_008,5,08,04,1.07770e-01,1.16275e+00,1.74880e-05,1.47301e+00,2.74366e+00
ch4_008,5,08,08,1.06122e-01,9.05842e-01,1.77400e-05,1.26382e+00,2.27591e+00
ch4_008,5,08,16,1.03257e-01,6.86334e-01,1.42570e-05,8.60147e-01,1.64987e+00
ch4_008,5,08,32,2.23442e-01,7.21537e-01,2.47300e-05,7.26822e-01,1.67198e+00
ch4_008,5,16,01,2.73798e-02,1.73440e+00,7.97600e-06,3.56687e+00,5.32877e+00
ch4_008,5,16,02,3.63392e-02,1.11667e+00,8.14200e-06,2.09643e+00,3.24956e+00
ch4_008,5,16,04,5.59329e-02,6.89398e-01,7.96100e-06,1.15990e+00,1.90535e+00
ch4_008,5,16,08,5.34649e-02,5.11117e-01,1.44040e-05,8.19863e-01,1.38457e+00
ch4_008,5,16,16,3.94623e-02,3.18966e-01,2.32770e-05,5.20440e-01,8.79036e-01
ch4_008,5,16,32,2.14365e-01,4.33917e-01,2.48130e-05,4.73046e-01,1.12150e+00
ch4_008,6,04,01,1.65050e-01,9.74197e+00,1.58630e-05,2.07338e+01,3.06410e+01
ch4_008,6,04,02,2.01931e-01,5.25902e+00,1.66160e-05,1.00145e+01,1.54756e+01
ch4_008,6,04,04,4.62902e-01,3.99214e+00,1.71750e-05,6.46956e+00,1.09247e+01
ch4_008,6,04,08,4.35029e-01,3.05997e+00,1.57240e-05,4.16413e+00,7.65927e+00
ch4_008,6,04,16,4.56738e-01,2.59818e+00,1.96740e-05,3.19277e+00,6.24783e+00
ch4_008,6,04,32,5.54719e-01,2.48303e+00,1.85620e-05,2.44420e+00,5.48212e+00
ch4_008,6,08,01,1.53261e-01,5.82246e+00,1.27060e-05,1.21987e+01,1.81745e+01
ch4_008,6,08,02,1.10565e-01,3.56500e+00,8.62100e-06,6.59050e+00,1.02662e+01
ch4_008,6,08,04,2.18173e-01,2.10851e+00,1.71840e-05,3.60719e+00,5.93402e+00
ch4_008,6,08,08,2.17995e-01,1.55925e+00,1.66650e-05,2.38491e+00,4.16228e+00
ch4_008,6,08,16,2.10536e-01,1.28380e+00,2.43990e-05,1.63278e+00,3.12728e+00
ch4_008,6,08,32,4.05458e-01,1.46526e+00,2.37930e-05,1.43730e+00,3.30820e+00
ch4_008,6,16,01,1.03555e-01,3.46043e+00,1.40560e-05,7.08844e+00,1.06526e+01
ch4_008,6,16,02,7.20969e-02,2.05659e+00,8.74000e-06,4.17732e+00,6.30613e+00
ch4_008,6,16,04,1.16036e-01,1.23032e+00,1.67140e-05,2.28752e+00,3.63400e+00
ch4_008,6,16,08,1.18079e-01,9.22952e-01,1.45880e-05,1.49157e+00,2.53273e+00
ch4_008,6,16,16,1.14006e-01,7.10282e-01,2.44940e-05,1.07155e+00,1.89600e+00
ch4_008,6,16,32,2.85905e-01,8.13288e-01,2.63490e-05,8.49893e-01,1.94926e+00
ch4_010,4,04,01,4.46465e-02,1.42008e+00,1.87500e-05,2.39969e+00,3.86458e+00
ch4_010,4,04,02,8.33783e-02,9.27801e-01,1.87670e-05,1.39453e+00,2.40583e+00
ch4_010,4,04,04,2.43826e-01,8.58249e-01,1.68370e-05,1.03948e+00,2.14170e+00
ch4_010,4,04,08,2.83611e-01,6.63498e-01,2.28830e-05,7.49437e-01,1.69669e+00
ch4_010,4,04,16,2.31172e-01,5.96140e-01,1.92000e-05,6.24902e-01,1.45236e+00
ch4_010,4,04,32,2.24030e-01,5.71059e-01,2.01100e-05,4.99369e-01,1.29461e+00
ch4_010,4,08,01,4.30691e-02,8.35051e-01,1.94370e-05,1.24887e+00,2.12712e+00
ch4_010,4,08,02,4.84587e-02,5.20190e-01,9.53700e-06,8.03478e-01,1.37224e+00
ch4_010,4,08,04,2.33529e-02,3.55237e-01,1.58530e-05,4.57539e-01,8.36254e-01
ch4_010,4,08,08,2.90454e-02,3.09638e-01,1.83190e-05,3.91513e-01,7.30321e-01
ch4_010,4,08,16,2.31152e-02,2.68123e-01,2.19520e-05,2.88744e-01,5.80135e-01
ch4_010,4,08,32,2.87852e-01,3.01363e-01,1.55710e-05,2.67787e-01,8.57145e-01
ch4_010,4,16,01,8.19548e-01,4.55539e-01,8.98100e-06,6.19242e-01,1.89444e+00
ch4_010,4,16,02,4.87895e-01,3.01240e-01,8.71800e-06,3.76739e-01,1.16600e+00
ch4_010,4,16,04,3.83478e-01,2.05398e-01,8.04300e-06,2.40805e-01,8.29784e-01
ch4_010,4,16,08,2.74318e-01,1.67577e-01,9.33200e-06,1.97115e-01,6.39132e-01
ch4_010,4,16,16,2.06815e-01,1.45701e-01,2.26460e-05,1.49842e-01,5.02502e-01
ch4_010,4,16,32,2.90222e-01,1.68792e-01,1.37880e-05,1.39865e-01,5.99020e-01
ch4_010,4,32,01,6.62566e-01,2.97349e-01,8.62300e-06,4.18121e-01,1.37815e+00
ch4_010,4,32,02,3.66874e-01,1.83891e-01,9.61600e-06,2.47959e-01,7.98834e-01
ch4_010,4,32,04,2.24780e-01,1.25376e-01,9.52400e-06,1.69616e-01,5.19886e-01
ch4_010,4,32,08,1.61716e-01,1.05073e-01,1.12390e-05,1.32109e-01,3.99035e-01
ch4_010,4,32,16,1.37437e-01,9.04926e-02,1.60560e-05,1.01011e-01,3.29049e-01
ch4_010,4,32,32,9.24487e-02,1.22928e-01,2.16740e-05,9.10632e-02,3.06602e-01
ch4_010,5,04,01,5.63278e-01,6.16905e+00,1.22830e-05,1.07540e+01,1.74864e+01
ch4_010,5,04,02,5.13597e-01,3.74265e+00,1.57950e-05,6.10619e+00,1.03626e+01
ch4_010,5,04,04,7.47008e-01,2.87766e+00,1.67130e-05,4.03024e+00,7.65505e+00
ch4_010,5,04,08,8.58697e-01,2.10973e+00,1.57120e-05,2.79633e+00,5.76489e+00
ch4_010,5,04,16,3.75803e-01,1.75148e+00,1.45950e-05,2.05616e+00,4.18358e+00
ch4_010,5,04,32,4.41600e-01,1.67197e+00,2.57880e-05,1.64943e+00,3.76318e+00
ch4_010,5,08,01,2.06761e-01,3.86812e+00,1.83260e-05,6.71053e+00,1.07856e+01
ch4_010,5,08,02,1.27182e-01,2.51969e+00,8.41300e-06,4.07086e+00,6.71786e+00
ch4_010,5,08,04,1.34201e-01,1.37732e+00,1.75140e-05,2.07343e+00,3.58509e+00
ch4_010,5,08,08,1.60114e-01,1.04643e+00,1.52330e-05,1.44054e+00,2.64722e+00
ch4_010,5,08,16,3.18821e-01,8.73873e-01,1.75310e-05,1.07263e+00,2.26546e+00
ch4_010,5,08,32,3.25168e-01,9.63521e-01,2.47250e-05,9.17265e-01,2.20613e+00
ch4_010,5,16,01,1.68639e+00,1.94650e+00,8.44800e-06,3.65973e+00,7.29275e+00
ch4_010,5,16,02,9.74219e-01,1.26355e+00,9.03900e-06,2.14104e+00,4.37893e+00
ch4_010,5,16,04,7.96474e-01,7.37176e-01,8.35100e-06,1.13168e+00,2.66543e+00
ch4_010,5,16,08,5.77921e-01,5.70433e-01,1.06220e-05,8.70605e-01,2.01906e+00
ch4_010,5,16,16,3.87683e-01,4.61497e-01,1.76360e-05,6.44450e-01,1.49375e+00
ch4_010,5,16,32,6.66653e-01,6.49412e-01,2.34040e-05,4.63109e-01,1.77934e+00
ch4_010,5,32,01,4.00665e-01,1.27564e+00,8.59900e-06,2.43424e+00,4.11067e+00
ch4_010,5,32,02,6.02624e-02,8.00832e-01,9.10500e-06,1.47150e+00,2.33271e+00
ch4_010,5,32,04,2.24478e-02,4.58669e-01,1.02850e-05,7.61118e-01,1.24235e+00
ch4_010,5,32,08,1.80754e-02,3.58597e-01,9.41900e-06,5.11937e-01,8.88735e-01
ch4_010,5,32,16,3.87828e-02,2.98257e-01,2.18420e-05,4.21718e-01,7.58931e-01
ch4_010,5,32,32,4.35451e-01,3.22830e-01,1.99840e-05,3.40737e-01,1.09918e+00
ch4_010,6,04,01,1.81443e+00,1.17783e+01,1.24260e-05,2.21155e+01,3.57084e+01
ch4_010,6,04,02,2.69575e-01,7.08777e+00,1.54770e-05,1.23988e+01,1.97563e+01
ch4_010,6,04,04,4.84667e-01,5.21316e+00,1.94690e-05,7.95999e+00,1.36580e+01
ch4_010,6,04,08,5.51809e-01,4.27586e+00,1.63250e-05,5.94633e+00,1.07742e+01
ch4_010,6,04,16,5.82944e-01,3.42298e+00,1.71510e-05,3.93820e+00,7.94426e+00
ch4_010,6,04,32,7.77887e-01,3.48244e+00,1.87400e-05,3.53261e+00,7.79307e+00
ch4_010,6,08,01,2.52004e-01,7.01152e+00,1.40700e-05,1.40009e+01,2.12645e+01
ch4_010,6,08,02,3.02982e-01,4.46467e+00,8.19900e-06,8.22400e+00,1.29918e+01
ch4_010,6,08,04,2.82557e-01,2.64218e+00,1.74310e-05,4.42639e+00,7.35126e+00
ch4_010,6,08,08,2.71947e-01,1.88429e+00,1.36750e-05,2.65501e+00,4.81138e+00
ch4_010,6,08,16,2.66000e-01,1.61610e+00,1.44890e-05,2.10748e+00,3.98971e+00
ch4_010,6,08,32,4.39910e-01,1.86338e+00,1.70640e-05,1.75542e+00,4.05886e+00
ch4_010,6,16,01,4.99187e+00,3.99352e+00,1.44700e-05,7.31263e+00,1.62981e+01
ch4_010,6,16,02,3.13353e+00,2.49675e+00,8.00600e-06,4.20848e+00,9.83888e+00
ch4_010,6,16,04,1.84454e+00,1.46178e+00,1.82040e-05,2.23468e+00,5.54113e+00
ch4_010,6,16,08,1.17926e+00,1.08160e+00,1.63250e-05,1.49933e+00,3.76031e+00
ch4_010,6,16,16,1.32643e+00,8.52875e-01,1.54310e-05,1.06200e+00,3.24143e+00
ch4_010,6,16,32,1.16359e+00,1.06363e+00,2.04490e-05,9.77880e-01,3.20524e+00
ch4_010,6,32,01,3.04199e+00,2.55487e+00,1.68840e-05,4.99626e+00,1.05932e+01
ch4_010,6,32,02,1.73416e+00,1.58261e+00,9.23300e-06,2.74879e+00,6.06567e+00
ch4_010,6,32,04,9.07618e-01,9.11003e-01,1.60940e-05,1.52648e+00,3.34522e+00
ch4_010,6,32,08,9.99525e-01,7.08483e-01,1.80750e-05,9.93636e-01,2.70177e+00
ch4_010,6,32,16,6.39692e-01,5.37259e-01,2.39820e-05,6.79531e-01,1.85664e+00
ch4_010,6,32,32,7.00213e-01,7.06714e-01,2.35590e-05,5.92084e-01,1.99918e+00
ch4_020,4,04,01,7.93983e-02,2.75383e+00,1.81000e-05,5.43395e+00,8.26732e+00
ch4_020,4,04,02,9.73892e-02,1.74733e+00,1.71560e-05,3.14460e+00,4.98944e+00
ch4_020,4,04,04,1.80203e-01,1.67471e+00,1.60330e-05,2.33806e+00,4.19312e+00
ch4_020,4,04,08,2.70856e-01,1.20064e+00,1.48800e-05,1.73830e+00,3.20994e+00
ch4_020,4,04,16,2.40769e-01,1.06199e+00,1.84550e-05,1.37129e+00,2.67420e+00
ch4_020,4,04,32,5.10191e-01,1.13027e+00,2.21000e-05,1.05559e+00,2.69623e+00
ch4_020,4,08,01,1.17519e-01,1.47629e+00,1.44440e-05,2.64187e+00,4.23581e+00
ch4_020,4,08,02,1.04263e-01,9.69867e-01,8.64100e-06,1.56117e+00,2.63542e+00
ch4_020,4,08,04,9.26269e-02,6.56593e-01,1.76430e-05,1.00075e+00,1.75011e+00
ch4_020,4,08,08,8.10909e-02,5.26650e-01,1.48580e-05,7.81739e-01,1.38962e+00
ch4_020,4,08,16,4.94377e-02,4.61945e-01,2.10910e-05,6.04498e-01,1.11604e+00
ch4_020,4,08,32,3.56033e-01,6.07077e-01,2.35210e-05,5.02469e-01,1.46575e+00
ch4_020,4,16,01,2.51550e-01,8.01542e-01,8.42300e-06,1.40480e+00,2.45800e+00
ch4_020,4,16,02,1.73276e-01,5.42689e-01,8.19500e-06,8.39620e-01,1.55570e+00
ch4_020,4,16,04,7.59336e-02,3.68172e-01,8.50400e-06,5.32094e-01,9.76318e-01
ch4_020,4,16,08,4.39176e-02,2.94192e-01,9.83700e-06,4.14580e-01,7.52823e-01
ch4_020,4,16,16,1.88882e-02,2.47879e-01,2.21810e-05,3.20159e-01,5.87076e-01
ch4_020,4,16,32,1.65074e-01,2.74103e-01,2.17340e-05,2.90984e-01,7.30312e-01
ch4_020,4,32,01,1.99567e+00,4.52702e-01,8.19900e-06,6.34395e-01,3.08289e+00
ch4_020,4,32,02,1.17781e+00,2.91118e-01,9.23800e-06,3.77142e-01,1.84620e+00
ch4_020,4,32,04,7.56644e-01,1.99579e-01,9.05000e-06,2.40266e-01,1.19660e+00
ch4_020,4,32,08,5.66363e-01,1.60757e-01,1.04120e-05,1.89997e-01,9.17245e-01
ch4_020,4,32,16,3.14369e-01,1.37851e-01,2.24100e-05,1.49561e-01,6.01943e-01
ch4_020,4,32,32,4.82777e-01,1.79064e-01,1.86100e-05,1.46871e-01,8.08854e-01
ch4_020,5,04,01,2.43517e-01,1.17688e+01,1.74110e-05,2.22578e+01,3.42702e+01
ch4_020,5,04,02,2.27515e-01,7.44576e+00,1.60330e-05,1.30201e+01,2.06935e+01
ch4_020,5,04,04,3.45437e-01,5.35835e+00,1.57770e-05,9.25699e+00,1.49609e+01
ch4_020,5,04,08,4.53523e-01,4.14762e+00,1.53400e-05,5.12937e+00,9.73065e+00
ch4_020,5,04,16,4.48881e-01,3.48460e+00,1.62640e-05,4.37841e+00,8.31204e+00
ch4_020,5,04,32,4.97628e-01,3.38894e+00,2.18710e-05,3.73947e+00,7.62620e+00
ch4_020,5,08,01,1.54150e-01,6.63767e+00,1.65790e-05,1.40067e+01,2.07986e+01
ch4_020,5,08,02,1.23343e-01,4.19983e+00,7.65700e-06,5.42500e+00,9.74830e+00
ch4_020,5,08,04,1.51781e-01,2.48877e+00,1.60960e-05,4.28113e+00,6.92182e+00
ch4_020,5,08,08,3.38596e-01,1.84597e+00,1.47970e-05,2.90182e+00,5.08653e+00
ch4_020,5,08,16,2.63779e-01,1.58181e+00,1.62530e-05,2.12931e+00,3.97504e+00
ch4_020,5,08,32,2.42365e-01,1.77249e+00,1.46410e-05,2.09986e+00,4.11486e+00
ch4_020,5,16,01,6.51163e-02,3.54145e+00,1.55950e-05,8.52607e+00,1.21328e+01
ch4_020,5,16,02,2.08329e-01,2.29238e+00,7.90400e-06,4.49127e+00,6.99209e+00
ch4_020,5,16,04,1.10512e-01,1.38966e+00,2.23640e-05,2.75439e+00,4.25473e+00
ch4_020,5,16,08,9.32455e-02,1.08056e+00,1.61900e-05,1.71258e+00,2.88651e+00
ch4_020,5,16,16,5.41522e-02,8.90431e-01,2.09470e-05,1.38736e+00,2.33210e+00
ch4_020,5,16,32,5.47763e-01,1.06122e+00,2.22690e-05,9.29476e-01,2.53863e+00
ch4_020,5,32,01,1.09983e+01,1.95614e+00,1.72360e-05,3.49000e+00,1.64445e+01
ch4_020,5,32,02,6.14084e+00,1.30648e+00,7.48500e-06,2.06776e+00,9.51520e+00
ch4_020,5,32,04,3.18478e+00,7.84748e-01,1.96320e-05,1.11214e+00,5.08179e+00
ch4_020,5,32,08,2.55697e+00,6.30788e-01,2.05300e-05,8.65521e-01,4.05342e+00
ch4_020,5,32,16,1.43618e+00,4.89258e-01,2.61670e-05,6.84509e-01,2.61010e+00
ch4_020,5,32,32,2.17350e+00,5.80519e-01,2.02620e-05,5.57814e-01,3.31199e+00
ch4_030,4,04,01,6.89545e-01,4.12413e+00,1.97260e-05,7.84850e+00,1.26623e+01
ch4_030,4,04,02,1.26780e-01,2.69240e+00,1.76570e-05,4.67670e+00,7.49602e+00
ch4_030,4,04,04,1.17465e+00,2.11652e+00,2.14970e-05,3.31360e+00,6.60493e+00
ch4_030,4,04,08,5.77113e-01,1.89308e+00,1.58480e-05,2.60664e+00,5.07697e+00
ch4_030,4,04,16,3.24008e-01,1.50939e+00,2.16900e-05,1.94448e+00,3.77803e+00
ch4_030,4,04,32,4.65640e-01,1.46326e+00,1.67640e-05,1.59404e+00,3.52310e+00
ch4_030,4,08,01,2.02512e-01,2.38590e+00,1.28930e-05,4.20774e+00,6.79628e+00
ch4_030,4,08,02,2.25615e-01,1.53159e+00,7.61700e-06,2.47636e+00,4.23369e+00
ch4_030,4,08,04,1.44012e-01,1.06046e+00,1.39380e-05,1.63034e+00,2.83495e+00
ch4_030,4,08,08,2.44779e-01,9.06465e-01,1.69250e-05,1.23985e+00,2.39124e+00
ch4_030,4,08,16,1.36574e-01,7.83415e-01,2.18870e-05,9.70084e-01,1.89040e+00
ch4_030,4,08,32,3.61709e-01,8.28779e-01,1.82120e-05,8.28385e-01,2.01901e+00
ch4_030,4,16,01,2.74643e+00,1.27981e+00,8.46900e-06,2.13703e+00,6.16339e+00
ch4_030,4,16,02,1.76612e+00,9.53023e-01,7.84900e-06,1.33019e+00,4.04946e+00
ch4_030,4,16,04,1.05881e+00,5.85476e-01,9.32000e-06,8.11110e-01,2.45552e+00
ch4_030,4,16,08,8.68257e-01,4.72825e-01,9.62400e-06,6.19667e-01,1.96088e+00
ch4_030,4,16,16,8.37214e-01,3.94789e-01,2.23550e-05,4.82989e-01,1.71514e+00
ch4_030,4,16,32,7.83046e-01,4.47580e-01,2.70330e-05,3.95698e-01,1.62648e+00
ch4_030,4,32,01,3.27356e+00,7.10910e-01,8.61600e-06,1.08776e+00,5.07236e+00
ch4_030,4,32,02,1.50145e+00,4.60349e-01,9.14900e-06,6.62846e-01,2.62476e+00
ch4_030,4,32,04,9.32789e-01,3.13937e-01,1.06890e-05,3.99109e-01,1.64596e+00
ch4_030,4,32,08,7.18657e-01,2.65522e-01,1.16900e-05,3.30268e-01,1.31458e+00
ch4_030,4,32,16,5.05294e-01,2.20810e-01,2.48260e-05,2.45234e-01,9.71505e-01
ch4_030,4,32,32,4.13121e-01,2.34905e-01,1.86230e-05,2.19319e-01,8.67488e-01
ch4_040,4,04,01,1.71286e-01,6.10979e+00,1.94460e-05,1.11284e+01,1.74097e+01
ch4_040,4,04,02,2.58849e-01,3.79963e+00,1.86020e-05,6.39328e+00,1.05211e+01
ch4_040,4,04,04,2.56377e-01,3.21330e+00,1.54800e-05,4.77913e+00,8.24896e+00
ch4_040,4,04,08,3.69024e-01,2.60343e+00,1.79030e-05,3.56270e+00,6.53532e+00
ch4_040,4,04,16,4.90082e-01,2.13594e+00,1.51530e-05,2.62228e+00,5.24845e+00
ch4_040,4,04,32,3.87848e-01,2.10742e+00,2.60150e-05,2.17140e+00,4.66686e+00
ch4_040,4,08,01,7.53945e-01,2.96262e+00,1.42280e-05,5.37248e+00,9.08919e+00
ch4_040,4,08,02,1.00729e+00,1.99504e+00,8.62200e-06,3.28288e+00,6.28535e+00
ch4_040,4,08,04,3.36498e-01,1.40686e+00,1.60470e-05,2.14608e+00,3.88959e+00
ch4_040,4,08,08,2.97008e-01,1.10769e+00,1.82970e-05,1.66339e+00,3.06825e+00
ch4_040,4,08,16,2.25523e-01,1.15885e+00,2.04860e-05,1.27974e+00,2.66430e+00
ch4_040,4,08,32,2.88996e-01,1.09848e+00,2.61260e-05,1.09625e+00,2.48390e+00
ch4_040,4,16,01,6.71204e-01,1.63192e+00,1.73100e-05,2.97919e+00,5.28245e+00
ch4_040,4,16,02,1.97390e-01,1.06454e+00,7.67100e-06,1.76811e+00,3.03017e+00
ch4_040,4,16,04,1.30274e-01,7.23309e-01,2.03490e-05,1.12688e+00,1.98064e+00
ch4_040,4,16,08,1.92271e-01,5.83664e-01,1.61350e-05,8.81081e-01,1.65716e+00
ch4_040,4,16,16,2.49998e-01,5.29813e-01,1.68110e-05,6.86637e-01,1.46659e+00
ch4_040,4,16,32,3.40935e-01,7.26530e-01,2.25620e-05,6.01102e-01,1.66873e+00
ch4_040,4,32,01,7.59476e-01,8.46662e-01,1.47300e-05,1.56919e+00,3.17546e+00
ch4_040,4,32,02,2.73008e-01,5.69318e-01,1.72219e-02,9.48800e-01,1.80848e+00
ch4_040,4,32,04,1.75574e-01,3.93892e-01,1.56780e-05,5.97490e-01,1.16709e+00
ch4_040,4,32,08,1.25964e-01,3.17254e-01,1.93700e-05,4.95018e-01,9.38373e-01
ch4_040,4,32,16,5.24646e-02,2.82293e-01,2.23620e-05,3.64606e-01,6.99528e-01
ch4_040,4,32,32,2.18711e-01,3.72586e-01,2.42400e-05,3.12839e-01,9.04321e-01
