molecule,prec,MPI,OMP,Kinetic matrix,Potential matrix,Total matrix
ch4_004,6,04,04,4.998218368000000e+00,1.880873017700000e+01,2.38071e+01
ch4_004,6,04,08,3.882431321000000e+00,1.104953869600000e+01,1.49322e+01
ch4_004,6,04,16,3.184899133000000e+00,7.482367599000000e+00,1.06674e+01
ch4_004,6,04,32,3.239177820000000e+00,6.573340874000000e+00,9.81274e+00
ch4_004,6,08,01,7.011160702000000e+00,3.599877189500000e+01,4.30102e+01
ch4_004,6,08,02,3.897630564000000e+00,2.015962997600000e+01,2.40574e+01
ch4_004,6,08,04,2.902504575000000e+00,9.811176557000000e+00,1.27139e+01
ch4_004,6,08,08,2.781487066000000e+00,5.634847564000000e+00,8.41651e+00
ch4_004,6,08,16,2.153449552000000e+00,3.894402004000000e+00,6.04807e+00
ch4_004,6,08,32,2.147598764000000e+00,3.751652776000000e+00,5.90124e+00
ch4_004,6,16,01,4.260644908000000e+00,2.163846526100000e+01,2.58993e+01
ch4_004,6,16,02,3.063956467000000e+00,1.208939038300000e+01,1.51535e+01
ch4_004,6,16,04,2.570031571000000e+00,6.547474978000000e+00,9.11768e+00
ch4_004,6,16,08,2.200460587000000e+00,4.123820441000000e+00,6.32450e+00
ch4_004,6,16,16,1.795497000000000e+00,2.693051553000000e+00,4.48877e+00
ch4_004,6,16,32,1.757140730000000e+00,2.500806534000000e+00,4.25817e+00
ch4_006,4,01,01,6.725707957000000e+00,4.402304799500000e+01,5.07489e+01
ch4_006,4,01,02,4.658039533000000e+00,2.424709185100000e+01,2.89053e+01
ch4_006,4,01,04,3.512197107000000e+00,1.277626820400000e+01,1.62887e+01
ch4_006,4,01,08,2.904211537000000e+00,7.345070421000000e+00,1.02495e+01
ch4_006,4,01,16,2.602580783000000e+00,4.710542351000000e+00,7.31332e+00
ch4_006,4,01,32,2.405614356000000e+00,3.240515425000000e+00,5.64633e+00
ch4_006,4,02,01,3.974211993000000e+00,2.296681699200000e+01,2.69412e+01
ch4_006,4,02,02,2.928947409000000e+00,1.233603806600000e+01,1.52652e+01
ch4_006,4,02,04,2.163359386000000e+00,6.680210426000000e+00,8.84375e+00
ch4_006,4,02,08,1.841094938000000e+00,3.845275536000000e+00,5.68655e+00
ch4_006,4,02,16,1.717419476000000e+00,2.452680013000000e+00,4.17034e+00
ch4_006,4,02,32,1.771219856000000e+00,1.885961290000000e+00,3.65737e+00
ch4_006,4,04,01,4.673315809000000e+00,1.421438584000000e+01,1.88879e+01
ch4_006,4,04,02,1.546446282000000e+00,6.432333884000000e+00,7.97895e+00
ch4_006,4,04,04,1.325656999000000e+00,3.745336130000000e+00,5.07118e+00
ch4_006,4,04,08,1.199545757000000e+00,2.152532293000000e+00,3.35225e+00
ch4_006,4,04,16,1.091854464000000e+00,1.464910504000000e+00,2.55695e+00
ch4_006,4,04,32,1.082946085000000e+00,1.023024416000000e+00,2.10616e+00
ch4_006,4,08,01,1.372684155000000e+00,6.565404003000000e+00,7.93828e+00
ch4_006,4,08,02,1.040414436000000e+00,3.530114776000000e+00,4.57071e+00
ch4_006,4,08,04,7.822639290000000e-01,2.151456447000000e+00,2.93389e+00
ch4_006,4,08,08,8.913299420000000e-01,1.256772626000000e+00,2.14828e+00
ch4_006,4,08,16,6.541012180000000e-01,8.141445560000000e-01,1.46843e+00
ch4_006,4,08,32,7.936143450000001e-01,6.445386420000000e-01,1.43834e+00
ch4_006,4,16,01,1.549853183000000e+00,4.300127919000000e+00,5.85016e+00
ch4_006,4,16,02,9.685458100000000e-01,2.397397701000000e+00,3.36612e+00
ch4_006,4,16,04,8.228266980000000e-01,1.416450720000000e+00,2.23945e+00
ch4_006,4,16,08,7.526328270000000e-01,9.494576110000000e-01,1.70227e+00
ch4_006,4,16,16,6.248388400000000e-01,6.306063970000000e-01,1.25562e+00
ch4_006,4,16,32,5.956678810000000e-01,5.013593130000000e-01,1.09720e+00
ch4_006,5,01,01,1.970284609600000e+01,1.286046915540000e+02,1.48321e+02
ch4_006,5,01,02,1.297497211000000e+01,6.850908824800000e+01,8.14843e+01
ch4_006,5,01,04,1.047603541400000e+01,3.804769658500000e+01,4.85239e+01
ch4_006,5,01,08,8.029209234000000e+00,2.135550277000000e+01,2.93849e+01
ch4_006,5,01,16,7.433221328000000e+00,1.365349257200000e+01,2.10869e+01
ch4_006,5,01,32,6.840019934000000e+00,9.931977054000001e+00,1.67745e+01
ch4_006,5,02,01,1.197927309700000e+01,6.945387846500000e+01,8.14333e+01
ch4_006,5,02,02,8.333233293999999e+00,3.660503080500000e+01,4.49385e+01
ch4_006,5,02,04,6.326461560000000e+00,1.987164964600000e+01,2.61983e+01
ch4_006,5,02,08,5.573314260000000e+00,1.114598598800000e+01,1.67195e+01
ch4_006,5,02,16,4.712655951000000e+00,7.091538263000000e+00,1.18062e+01
ch4_006,5,02,32,5.702416113000000e+00,1.164693561300000e+01,1.73496e+01
ch4_006,5,04,01,7.507823982000000e+00,5.923457866100000e+01,6.67426e+01
ch4_006,5,04,02,4.997727339000000e+00,2.958088071800000e+01,3.45788e+01
ch4_006,5,04,04,4.853251996000000e+00,1.748124222100000e+01,2.23347e+01
ch4_006,5,04,08,3.362172025000000e+00,9.255379785000001e+00,1.26177e+01
ch4_006,5,04,16,3.589263569000000e+00,5.652320480000000e+00,9.24176e+00
ch4_006,5,04,32,3.215101147000000e+00,5.619078430000000e+00,8.83441e+00
ch4_006,5,08,01,4.285921008000000e+00,2.606540086100000e+01,3.03515e+01
ch4_006,5,08,02,3.532314984000000e+00,1.521465178600000e+01,1.87471e+01
ch4_006,5,08,04,2.383885291000000e+00,7.802441044000000e+00,1.01865e+01
ch4_006,5,08,08,2.024860247000000e+00,4.643622252000000e+00,6.66866e+00
ch4_006,5,08,16,2.058962338000000e+00,3.485308602000000e+00,5.54448e+00
ch4_006,5,08,32,1.888222984000000e+00,3.043052115000000e+00,4.93149e+00
ch4_006,5,16,01,2.985362526000000e+00,1.657084409500000e+01,1.95564e+01
ch4_006,5,16,02,2.803923191000000e+00,8.350959763000001e+00,1.11551e+01
ch4_006,5,16,04,2.040191691000000e+00,4.652831546000000e+00,6.69320e+00
ch4_006,5,16,08,1.924607551000000e+00,3.104968176000000e+00,5.02975e+00
ch4_006,5,16,16,1.586516868000000e+00,1.993595309000000e+00,3.58032e+00
ch4_006,5,16,32,1.586416760000000e+00,2.234401219000000e+00,3.82150e+00
ch4_006,6,01,01,4.111751377600000e+01,2.798826773500000e+02,3.21000e+02
ch4_006,6,01,02,2.690752282600000e+01,1.470990161760000e+02,1.74007e+02
ch4_006,6,01,04,2.091632114700000e+01,8.117499019800000e+01,1.02092e+02
ch4_006,6,01,08,1.694358346000000e+01,4.576843407600000e+01,6.27122e+01
ch4_006,6,01,16,1.553180715500000e+01,2.952888710200000e+01,4.50609e+01
ch4_006,6,01,32,1.590485300900000e+01,2.055947730300000e+01,3.64645e+01
ch4_006,6,02,01,2.477173652300000e+01,1.463357227590000e+02,1.71108e+02
ch4_006,6,02,02,1.723084563300000e+01,7.735590476900001e+01,9.45869e+01
ch4_006,6,02,04,1.297528776300000e+01,4.364678476500000e+01,5.66223e+01
ch4_006,6,02,08,1.110191142300000e+01,2.353555262500000e+01,3.46376e+01
ch4_006,6,02,16,1.016935094900000e+01,1.469637353500000e+01,2.48663e+01
ch4_006,6,04,01,1.920622081100000e+01,9.551859694300001e+01,1.14725e+02
ch4_006,6,04,02,1.010013364000000e+01,5.047646713100000e+01,6.05768e+01
ch4_006,6,04,04,8.971796659000001e+00,2.857233946800000e+01,3.75443e+01
ch4_006,6,04,08,8.405281564999999e+00,1.659894797900000e+01,2.50044e+01
ch4_006,6,04,16,6.553901454000000e+00,1.308603203000000e+01,1.96401e+01
ch4_006,6,04,32,6.216028965000000e+00,1.090748004600000e+01,1.71259e+01
ch4_006,6,08,01,1.478760813500000e+01,5.700615196600000e+01,7.17939e+01
ch4_006,6,08,02,8.220381744000001e+00,3.080060814000000e+01,3.90212e+01
ch4_006,6,08,04,4.743098053000000e+00,1.613998372200000e+01,2.08833e+01
ch4_006,6,08,08,3.990328559000000e+00,9.328036677000000e+00,1.33185e+01
ch4_006,6,08,16,3.783774730000000e+00,6.544750942000000e+00,1.03287e+01
ch4_006,6,08,32,3.721034879000000e+00,6.622567283000000e+00,1.03438e+01
ch4_006,6,16,01,1.062659756900000e+01,3.292163206400000e+01,4.35484e+01
ch4_006,6,16,02,4.702220558000000e+00,1.829288389900000e+01,2.29953e+01
ch4_006,6,16,04,4.064537297000000e+00,1.105875459300000e+01,1.51235e+01
ch4_006,6,16,08,3.783800158000000e+00,6.110733604000000e+00,9.89476e+00
ch4_006,6,16,16,3.186703186000000e+00,4.377845208000000e+00,7.56472e+00
ch4_006,6,16,32,2.981571028000000e+00,4.454801322000000e+00,7.43864e+00
ch4_008,4,04,01,3.561899013000000e+00,1.596116693100000e+01,1.95233e+01
ch4_008,4,04,02,1.923228360000000e+00,8.351635146000000e+00,1.02750e+01
ch4_008,4,04,04,1.716277625000000e+00,4.860577545000000e+00,6.57704e+00
ch4_008,4,04,08,1.492712626000000e+00,2.840113039000000e+00,4.33301e+00
ch4_008,4,04,16,1.408161931000000e+00,1.883478134000000e+00,3.29186e+00
ch4_008,4,04,32,1.356455629000000e+00,1.362191817000000e+00,2.71882e+00
ch4_008,4,08,01,3.811965912000000e+00,9.311796115000000e+00,1.31239e+01
ch4_008,4,08,02,1.280936896000000e+00,4.967432081000000e+00,6.24854e+00
ch4_008,4,08,04,1.113518441000000e+00,2.785514051000000e+00,3.89920e+00
ch4_008,4,08,08,9.239719270000000e-01,1.688810171000000e+00,2.61296e+00
ch4_008,4,08,16,8.854906400000000e-01,1.142870188000000e+00,2.02858e+00
ch4_008,4,08,32,9.664992290000000e-01,8.708770100000000e-01,1.83755e+00
ch4_008,4,16,01,1.437644886000000e+00,4.849717213000000e+00,6.28755e+00
ch4_008,4,16,02,9.539733280000000e-01,2.707872212000000e+00,3.66203e+00
ch4_008,4,16,04,1.137270610000000e+00,1.614514804000000e+00,2.75196e+00
ch4_008,4,16,08,1.062151399000000e+00,1.103475823000000e+00,2.16580e+00
ch4_008,4,16,16,6.729995770000000e-01,7.066359719999999e-01,1.37982e+00
ch4_008,4,16,32,6.727397190000000e-01,5.408141250000000e-01,1.21374e+00
ch4_008,5,04,01,1.465050792700000e+01,8.101740743400001e+01,9.56681e+01
ch4_008,5,04,02,7.873271350000000e+00,4.185676753700000e+01,4.97302e+01
ch4_008,5,04,04,6.772353520000000e+00,2.517677425000000e+01,3.19493e+01
ch4_008,5,04,08,5.933465922000000e+00,1.379030500700000e+01,1.97240e+01
ch4_008,5,04,16,5.468526049000000e+00,1.096823265300000e+01,1.64370e+01
ch4_008,5,04,32,4.949080718000000e+00,9.214333966000000e+00,1.41636e+01
ch4_008,5,08,01,7.295904689000000e+00,4.439513444300000e+01,5.16912e+01
ch4_008,5,08,02,4.653424170000000e+00,2.266261533100000e+01,2.73162e+01
ch4_008,5,08,04,4.746892066000000e+00,9.798955858999999e+00,1.45460e+01
ch4_008,5,08,08,3.223370065000000e+00,7.739867048000000e+00,1.09634e+01
ch4_008,5,08,16,3.091950219000000e+00,6.083439996000000e+00,9.17560e+00
ch4_008,5,08,32,2.965873882000000e+00,5.683945897000000e+00,8.65005e+00
ch4_008,5,16,01,5.950555380000000e+00,2.475096154900000e+01,3.07017e+01
ch4_008,5,16,02,3.493974390000000e+00,1.401027326700000e+01,1.75044e+01
ch4_008,5,16,04,2.701695760000000e+00,7.304915265000000e+00,1.00068e+01
ch4_008,5,16,08,2.624883943000000e+00,4.573265564000000e+00,7.19833e+00
ch4_008,5,16,16,2.007561228000000e+00,2.941280216000000e+00,4.94906e+00
ch4_008,5,16,32,2.390429460000000e+00,3.018527100000000e+00,5.40915e+00
ch4_008,6,04,01,2.503832031100000e+01,1.583053932060000e+02,1.83344e+02
ch4_008,6,04,02,1.730764325500000e+01,8.056897920500001e+01,9.78768e+01
ch4_008,6,04,04,1.502374455200000e+01,4.418609074000000e+01,5.92100e+01
ch4_008,6,04,08,1.199529492500000e+01,2.606710162400000e+01,3.80626e+01
ch4_008,6,04,16,1.254535731400000e+01,2.036997270400000e+01,3.29155e+01
ch4_008,6,04,32,1.076789066000000e+01,1.896990413400000e+01,2.97380e+01
ch4_008,6,08,01,1.478892582200000e+01,9.267391451700000e+01,1.07463e+02
ch4_008,6,08,02,1.087503883700000e+01,5.159919671300000e+01,6.24744e+01
ch4_008,6,08,04,7.891455988000000e+00,2.623800221600000e+01,3.41296e+01
ch4_008,6,08,08,6.612900092000000e+00,1.545953265200000e+01,2.20726e+01
ch4_008,6,08,16,6.320450924000000e+00,1.081485032500000e+01,1.71355e+01
ch4_008,6,08,32,7.334584753000000e+00,1.142284236800000e+01,1.87577e+01
ch4_008,6,16,01,9.279598599000000e+00,5.056889245700000e+01,5.98487e+01
ch4_008,6,16,02,1.009056847400000e+01,2.883730599700000e+01,3.89281e+01
ch4_008,6,16,04,5.164458689000000e+00,1.584629253100000e+01,2.10109e+01
ch4_008,6,16,08,4.493707488000000e+00,9.940310622000000e+00,1.44342e+01
ch4_008,6,16,16,4.237771120000000e+00,6.414667193000000e+00,1.06527e+01
ch4_008,6,16,32,4.424606260000000e+00,6.960130301000000e+00,1.13849e+01
ch4_010,4,04,01,3.533788952000000e+00,1.991038518200000e+01,2.34444e+01
ch4_010,4,04,02,2.717442665000000e+00,1.035093152000000e+01,1.30685e+01
ch4_010,4,04,04,2.171428971000000e+00,5.957592662000000e+00,8.12920e+00
ch4_010,4,04,08,1.957053993000000e+00,3.526704540000000e+00,5.48395e+00
ch4_010,4,04,16,1.838572585000000e+00,2.371385630000000e+00,4.21014e+00
ch4_010,4,04,32,1.732081661000000e+00,1.711504095000000e+00,3.44380e+00
ch4_010,4,08,01,2.717497665000000e+00,1.102895179400000e+01,1.37466e+01
ch4_010,4,08,02,1.912378458000000e+00,5.950177665000000e+00,7.86273e+00
ch4_010,4,08,04,1.363488616000000e+00,3.621119971000000e+00,4.98479e+00
ch4_010,4,08,08,1.195988015000000e+00,2.006949671000000e+00,3.20311e+00
ch4_010,4,08,16,1.211085828000000e+00,1.368439732000000e+00,2.57975e+00
ch4_010,4,08,32,1.211796893000000e+00,1.078916641000000e+00,2.29090e+00
ch4_010,4,16,01,2.336121789000000e+00,6.220182867000000e+00,8.55649e+00
ch4_010,4,16,02,1.432776041000000e+00,3.495949884000000e+00,4.92891e+00
ch4_010,4,16,04,1.166039309000000e+00,2.034214217000000e+00,3.20043e+00
ch4_010,4,16,08,1.029418295000000e+00,1.350912936000000e+00,2.38055e+00
ch4_010,4,16,16,8.470391300000000e-01,8.868540870000000e-01,1.73407e+00
ch4_010,4,16,32,8.216681920000000e-01,7.075547900000000e-01,1.52944e+00
ch4_010,4,32,01,6.731130975000000e+00,4.577574412000000e+00,1.13089e+01
ch4_010,4,32,02,1.159823855000000e+00,2.475334722000000e+00,3.63533e+00
ch4_010,4,32,04,1.215727528000000e+00,1.413883929000000e+00,2.62979e+00
ch4_010,4,32,08,9.516995680000000e-01,9.760013670000000e-01,1.92792e+00
ch4_010,4,32,16,7.362774770000000e-01,6.729533780000000e-01,1.40945e+00
ch4_010,4,32,32,8.032532150000000e-01,5.805211920000000e-01,1.38400e+00
